"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"666","428","2013-04-09","450","113214","1243","reemplazo bobina, aceite y filtros","1 bobina, 1 diagnostico, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 lampara, 1 posicion"
"667","429","2013-04-09","250","65972","0","control","ninguno"
"668","430","2013-04-08","250","142912","0","diagnostico","ninguno"
"669","431","2013-04-08","300","60585","170","reemplazo correa alt","1 correa alt"
"670","432","2013-04-16","1200","150283","490","reemplazo tapones agua","1 filtro combustible, 4 tapones agua, 2 refrigerantes"
"671","255","2013-04-15","300","43315","655","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 4 balanceo"
"672","433","2013-04-15","500","93543","0","reemplazo bujes de suspencion (provistos)","ninguno"
"673","434","2013-04-12","900","79703","0","reemplazo dist, aceite y filtro","ninguno"
"674","435","2013-04-04","3000","277155","6420","tren delantero, amortiguacion y frenos","2 amortiguadores traseros, 1 brazo picman, 1 brazo aux, 4 bujes parrilla grandes, 4 bujes parrilla chicos, 1 extremo, 2 rotulas super, 2 mangueras turbo, 1 cable capot, 2 bieletas est, 2 rotulas est, "
"675","144","2013-03-28","300","294543","150","reemplazo palanca de cambios","1 palanca de cambios"
"676","137","2013-04-09","500","419630","1165","servicio, reemplazo bujes parrilla","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 7 litros aceite, 2 bujes parrilla"
"677","436","2013-04-09","1200","139169","1590","reemplazo correas alt y dist y cambio aceite y filtros","1 tensor dist, 1 correa dist, 1 tensor alt, 1 correa alt, 1 filtro aire, 1 filtro aceite, 5 litros aceite, 4 bujias"
"678","405","2013-04-16","350","262536","550","reemplazo taco caja","1 taco caja, grasa caja, molikote"
"679","437","2013-04-18","1200","57550","1130","reemplazo correas , aceite y filtros, balanceo y alineacion","1 correa dist, 1 correa alt, 1 tensor dist, 1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 litros aceite, 4 balanceos rotacion, 1 limpieza circuito y refrigerante, 1 alineacion, 1 juego pasti"
"680","130","2013-04-18","2200","260584","3835","reemplazo bujes, rotulas, extremo, bieleta, alineacion, pastillas freno","1 ruleman ventilador, 1 manguera turbo, 1 juego pastillas, 4 bujes parrilla grande, 4 bujes parrilla chicos, 2 rotulas inferiores, 2 rotulas superiores, 1 brazo aux, 1 extremo corto, 1 bieleta, 1 alin"
"681","177","2013-04-18","400","296538","460","reemplazo retenes caja","1 reten cola caja trasf, 1 reten salida cardan del, 2 lts grasa caja"
"682","142","2013-04-19","800","206647","2150","reemplazo amortiguadores, y balanceos","2 amortiguadores, 1 rueda tensora fija, 4 balanceos, 1 destellador"
"683","71","2013-04-30","400","81228","855","reemplazo de bomba agua aceite y filtro aire"," bomba agua aceite y filtro aire"
"684","156","2013-05-06","800","121718","588","reemplazo de correa dist. alt. aire y tensor alt. aut.","tensor correas alt. aire dist. "
"685","438","2013-04-30","3000","477697","3890","reemplazo reten cola caja, brazo dir, brazo pitman, bujes suspencion, caja direccion, ","reten cola caja, brazo dir, brazo pitman, bujes suspencion, caja direccion, grasa diferencial, grasa caja, juego pastillas, deposito direccion, lavado motor, bujes puertas"
"686","439","2013-05-06","1200","73160","3089","reemplazo correas dist y alt cambio aceite y filtros","1 correa distribucion, 1 correa alternador, 1 tensor distr, 1 tensor alternador, 1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite"
"687","20","2013-04-29","1000","156222","1719","servicio completo","4 bujias incandescentes, 2 discos, 1 juego de pastillas, 1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite"
"688","440","2013-04-25","1200","64306","1780","servicio, reemplazo correas y manguera aire","1 diagnostico, 1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, cables bujias, 4 bujias, 1 correa dist, 1 correa alt, 1 correa a/a, manguera aire"
"689","59","2013-04-30","1000","63917","1460","servicio, reemplazo de correas dist y alt, pastillas freno","4 balanceos, 1 correa dist, 1 correa alt, 4 bujias, 1 juego cables, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego pastillas del"
"690","441","2013-04-22","400","113166","180","reemplazo junta tapa valvulas","1 junta tapa de valvulas, 1 filtro aire"
"691","442","2013-04-18","900","56326","1390","reparacion alternador, reemplazo correas dist y alt","1 reparacion alternador, 1 correa dist, 1 correa alt, 1 correa a/a"
"692","443","2013-05-06","700","145595","160","reemplazo reten distr","1 reten dist, 1 lt refrigerante"
"693","207","2013-05-03","350","106712","440","frenos traseros","rectificado y pegado de cintas, 2 cilindros de freno"
"694","413","2013-05-07","2500","164471","5500","reemplazo tapa cilindros","1 tapa cilindros, armado tapa y retenes, 1 junta tapa, 1 juego bulones, 1 reten leva, 1 manguera calef"
"695","233","2013-05-08","300","181268","0","reemplazo de pipeta porta termostato","provisto "
"696","43","2013-05-13","450","78399","350","reemplazo de cintas de freno y camp.","cintas y campanas"
"697","233","2013-05-14","900","181432","1070","reemplazo bomba agua y serv","bomba de agua filtro aire comb. aceite y aceite motor "
"698","174","2013-05-15","700","90973","1130","reemplazo de parrilla susp.derecha  rotula izq. bieletas barra est. fuelle y alineacion ","rotula parrilla bieleta fuelle de semieje derecho"
"699","35","2013-05-15","500","86554","865","reemplazo de filtros aceite rulemane rueda del izq","filtros aire comb. aceite aire ruleman rueda del izq"
"700","220","2013-05-15","300","33255","680","reemplazo de valvula bay paz ","valvula "
"701","96","2013-05-20","250","91204","455","reemplazo de bujias y cables","bujias  cables y lamp. h4"
"702","276","2013-05-20","900","73114","480","reemplazo de correa dist","correa dist. alt. tensores retenes leva junta tapa val."
"703","276","2013-05-20","900","73114","480","reemplazo de correa dist","correa dist. alt. tensores retenes leva junta tapa val."
"704","401","2013-05-22","400","105240","480","reemplazo de bujias de calentamiento","4 bujias"
"705","310","2013-05-22","300","174000","300","reemplazo de pastillas y filtro cob.","past. filtro comb."
"706","34","2013-05-29","700","184354","700","reemplazo de radiador","radiador"
"707","288","2013-05-31","300","172346","1100","reemplazo de aceite y filtros aire comb. aceite ","filtros aire comb. aceite aceite motor "
"708","122","2013-05-31","450","171830","1050","serv completo","aceite filtros aira comb. aceite bieletas de est."
"709","123","2013-06-04","400","138191","731","servicio","filtros de aceite,aire y comb.. sensor de velocidad y 5lts. de aceite."
"710","172","2013-06-05","350","58889","1050","reemplazo de aceite y filtros","filtros aire comb. aceite aceite motor "
"711","435","2013-05-09","2000","279076","240","embrague provisto","3 lts aceite atf caja"
"712","130","2013-05-07","12000","260569","4784","reemplazo inyectores, cambio aceite y filtro, correa alt","4 inyectores reparados a nuevos, 1 filtro de aceite, 1 correa alternador, 7 lts aceite, 2 refrigerante, 1 lavado completo"
"713","444","2013-05-13","3800","249892","6020","reemplazo embrague, reemplazo correas, reemplazo homocinetica, frenos traseros, reparacion cerradura","1 kit embrague, 1 correa dist, 1 correa alt, 1 bomba agua, 1 tensor dist, 1 tensor alt movil, 1 tensor alt fijo, 2 refrig, 1 homocinetica, 1 cacha dist, 2 cilindros frenos, rectificar campanas y cinta"
"714","36","2013-06-13","250","83045","420","reemplazo de pastillas de freno","pastillas "
"715","398","2013-06-13","0","39900","350","reemplazo aceite y filtros","aceite y filtro"
"716","441","2013-06-13","500","115349","0","reemplazo de retenes semiejes y taco caja","provisto"
"717","264","2013-06-19","350","32927","690","reemplazo de aceite y filtros","aceite filtros aire comb. aceite"
"718","322","2013-06-19","500","129355","1450","reemplazo de tensor correa alt.","tensor correa alt.polea de bomba de agua"
"719","201","2013-05-14","300","127320","420","reemplazo tecla baliza","1 tecal baliza, 2 lamp posicion, 2 stop"
"720","320","2013-05-15","1200","314839","4960","reemplazo emisor completo y canio retorno","1 rotacion y balanceo, 1 emisor completo, 1 canio retorno"
"721","445","2013-05-16","1000","243468","1570","frenos delanteros y traseros","rectificar discos del, pastillas, cintas y campanas, deposito bomba freno, 2 cilindros"
"722","134","2013-05-16","700","347443","1560","remplazo manguera radiador, radiador aux","2 manguera radiador, 1 radiador aux, 1 tensor aut, 1 refrigerante"
"723","132","2013-05-31","800","499580","1360","reemplazo bujes tensor","4 bujes tensor, 1 valvula reguladora de freno, 1 alineacion, 1 tapa deposito freno"
"724","405","2013-05-31","1800","268235","8520","embrague","1 taco caja, 1 kit embrague, 2 lts grasa caja, 1 caja recambio, 1 kit bujes palanca"
"725","137","2013-06-03","1800","427850","4060","reemplazo de palier, frenos","1 palier original, 2 kit rulemanes palieres, rectificar campana y cintas, 2 cilindros freno, 2 cables freno de mano, 1 resorte, 2 lts grasa dif orig."
"726","405","2013-06-11","250","268819","420","reemplazo llave de luz","1 llave de luz, 4 lamp"
"727","435","2013-06-14","1400","281601","2270","frenos y reemplazo cruzeta trasera","1 lt grasa dif, 1 cilindro tras izq, 2 cintas tras freno izq, 1 kit ruleman palier izq, 1 puente cardan orig, 1 cruzeta tras, 1 juego pastillas freno"
"728","139","2013-06-13","12000","248244","7238","perdida agua, reemplazo correas alt y distr, limpieza inyectores, servicio, reemplazo amortiguadores","2 lts grasa caja, 1 manguera agua sup, 1 mang agua inf, 2 mang calef, 2 refirg, 1 correa dist, 1 correa alt, 2 tensores dist movil y fijo, limpieza y calib inyectores, 1 taco tensor caja, 1 filtro air"
"729","130","2013-06-11","250","262751","360","reemplazo grasa caja","3 lts grasa caja"
"730","446","2013-06-13","800","171311","1445","reemplazo depresor, taco caja, soporte caja","1 depresor, 1 taco caja, 1 soporte caja, 1 tapa llenado aceite, 5 lamp"
"731","138","2013-06-14","800","122947","0","reparacion cableado cortocircuito cables val pare","ninguno"
"732","444","2013-06-18","500","250173","1590","reemplazo opticas traseras","2 opticas traseras, 2 manijas asientos"
"733","246","2013-06-14","300","166151","635","servicio","1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"734","447","2013-06-03","750","122872","2540","servicio y reemplazo bateria y amortiguadores del","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 manguera tanque, 1 bateria, 2 amort del"
"735","448","2013-05-31","500","61060","973","reemplazo bomba embrague y servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 bomba embrague"
"736","449","2013-05-24","1200","81832","0","reemplazo junta carter","provistos"
"737","450","2013-06-06","3500","22985","5798","reparacion tapa cilindros","1 correa alt, 1 correa dist, 1 reparacion tapa cil, 1 reten dist, 1 junta tapa valvulas, 1 junta tapa cilindros, 1 juego bulones, 1 refrig, 1 filtro aceite, 5 lts aceite, 1 lavado motor, 4 bujias, 1 b"
"738","451","2013-06-07","100","28416","300","diagnostico","diagnostico"
"739","20","2013-06-05","250","158098","120","reemplazo cable embrague","1 cable embrague"
"740","181","2013-06-10","400","138580","715","reemplazo de pastillas y parrillas suspencion","1 traba puerta, 2 parrillas suspencion, 1 juego pastillas"
"741","452","2013-06-07","200","87309","585","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite"
"742","202","2013-06-04","400","69763","600","reemplazo bomba de agua","1 bomba de agua, 1 pipeta, 1 refrigerante"
"743","453","2013-05-31","350","31622","825","servicio","1 filtro combustible, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego de pastillas"
"744","454","2013-05-30","1100","115157","925","dist","1 tensor, 1 correa dist"
"745","64","2013-05-29","250","69043","635","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"746","113","2013-05-27","1900","100591","4818","servicio y distribucion","1 kit distr, 1 correa alt, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite, 1 diagnostico, 1 ficha"
"747","455","2013-05-29","1000","118394","1240","embrague","1 kit embrague, 1 bieleta, 1 reten bancada"
"748","456","2013-05-28","350","38637","1130","servicio","1 juego pastillas, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos, 4 bujias, 1 lamp stop"
"749","457","2013-06-06","800","107630","670","reemplazo bomba de agua","1 bomba de agua, 1 refrigerante, 1 tensor"
"750","458","2013-06-05","300","98998","838","servicio y limpieza circuito","1 lamp baja, 1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 1 limpieza circ"
"751","38","2013-06-04","400","114017","380","reemplazo bomba de freno","1 bomba de freno"
"752","459","2013-05-30","1000","95935","587","distribucion","1 tensor aut, 1 tensor fijo"
"753","460","2013-05-13","1200","261336","1000","5 insertos y eje balancines","1 eje balancines, 5 insertos "
"754","173","2013-06-19","300","45017","663","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego pastillas"
"755","231","2013-06-17","450","310118","690","reemplazo bomba de agua y correa alt","1 bomba de agua, 1 correa alternador, 1 refrigerante"
"756","28","2013-06-17","250","98311","560","reemplazo correa alternador y juego pastillas de freno","1 juego de pastillas, 1 correa alternador"
"757","461","2013-06-17","250","113121","320","reemplazo taco tensor","1 taco tensor"
"758","462","2013-06-17","340","64605","360","reemplazo de bobina","1 bobina"
"759","312","2013-06-17","500","56433","1640","servicio y frenos","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego pastillas del, 1 juego pastillas tras"
"760","210","2013-06-17","3500","115217","2400","reparacion tapa cilindros","1 reparacion tapa cil"
"761","463","2013-06-17","300","17954","663","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 1 juego pastillas"
"762","353","2013-06-14","300","25978","645","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"763","464","2013-06-13","350","129124","380","reemplazo de terminal","1 terminal, 1 diagnostico"
"764","314","2013-06-04","200","35437","0","reemplazo pastillas","provistos"
"765","465","2013-06-04","500","59833","443","reemplazo correas","1 correa dist, 1 correa alt"
"766","462","2013-06-24","400","64690","1080","reemplazo de 3 bobinas","bobinas"
"767","78","2013-07-01","500","92366","1350","reemplazo de correa alt. filtros aire aceite pastillas aceite de motor"," correa alt. filtros aire aceite pastillas aceite de motor"
"768","427","2013-07-01","450","145334","1225","remplazo de aceite y filtros aire comb. aceite  pastillas limpiesa de arranque ","aceite y filtros aire comb. aceite  pastillas"
"769","343","2013-07-11","150","134980","100","remplazo cable de embrague","1 cable de embrague"
"770","467","2013-07-02","250","220692","0","puesta a punto","ninguno"
"771","293","2013-07-05","250","17683","260","reemplazo pastillas freno","1 juego pastillas"
"772","468","2013-07-03","200","105059","495","servicio","1 filtro combustible, 1 filtro aire, 1 filtro aceite"
